Team,Opponent,Match_Type,Date,Location,Team_Score,Opponent_Score,Possession_Team,Possession_Opponent,Shots_Team,Shots_Opponent,Fouls_Team,Fouls_Opponent,Yellow_Cards_Team,Yellow_Cards_Opponent,Red_Cards_Team,Red_Cards_Opponent
Argentina,Netherlands,Friendly,2021-05-01,Home,3,3,47.504364088852036,42.381337035474345,4,26,15,7,1,4,0,1
Argentina,Belgium,Tournament,2021-05-02,Neutral,1,3,47.796890773952114,69.64864306321022,19,20,18,8,4,0,0,1
Argentina,Argentina,Tournament,2021-05-03,Home,1,1,55.30143674617177,67.42548538448916,3,19,10,17,4,4,1,0
Netherlands,Spain,Qualifier,2021-05-04,Neutral,1,4,43.37631715190272,67.66241477295834,17,7,9,17,2,0,1,1
France,Netherlands,Qualifier,2021-05-05,Neutral,3,0,46.74276622355121,35.26690118690951,14,24,8,5,2,4,0,0
Spain,Netherlands,Tournament,2021-05-06,Away,2,0,30.47964976113021,39.37021027236648,10,3,11,6,2,0,1,0
Belgium,Argentina,Tournament,2021-05-07,Away,0,3,34.89703644733037,47.682678326633635,6,6,18,7,0,3,1,0
Netherlands,Portugal,Friendly,2021-05-08,Home,5,4,52.79448398220016,63.28517032930233,16,1,7,18,1,0,1,0
Italy,Argentina,Friendly,2021-05-09,Neutral,5,3,38.63583201180113,59.47310160910492,9,21,17,14,1,0,0,1
Netherlands,Portugal,Qualifier,2021-05-10,Neutral,5,0,35.783075591855,63.98669580609717,21,2,14,11,3,2,1,0
Portugal,Argentina,Qualifier,2021-05-11,Away,1,3,42.97651071856653,66.83053164629484,12,1,11,11,1,1,0,1
Portugal,Spain,Tournament,2021-05-12,Away,0,1,36.54142779732494,61.2306737220208,12,29,16,5,2,4,0,1
Argentina,Portugal,Qualifier,2021-05-13,Away,4,5,32.38489745912412,40.47080040579913,28,23,13,13,4,2,1,1
Netherlands,Italy,Friendly,2021-05-14,Away,3,1,41.354329965767015,41.417827295486774,14,26,6,7,3,1,0,0
Italy,Netherlands,Tournament,2021-05-15,Home,4,5,36.57433765462204,44.099507264923936,26,4,19,17,0,2,0,1
Netherlands,Argentina,Friendly,2021-05-16,Home,1,4,61.97582969339345,42.1230146733447,2,5,9,17,1,2,0,1
France,Netherlands,Tournament,2021-05-17,Home,2,0,32.506278677226526,39.96395798812452,10,2,5,7,4,4,0,1
France,Argentina,Tournament,2021-05-18,Home,1,4,59.897729470667684,60.09944239502969,4,16,11,6,2,3,0,1
Italy,Belgium,Friendly,2021-05-19,Away,0,4,45.31185389932807,31.35964203601525,28,8,6,19,0,2,0,0
Netherlands,Belgium,Qualifier,2021-05-20,Home,1,0,57.012852373975804,59.1357495238026,6,15,15,7,0,4,0,1
England,France,Qualifier,2021-05-21,Home,5,2,32.107577453335566,62.942550860598715,23,11,9,10,1,0,0,0
France,Argentina,Qualifier,2021-05-22,Home,2,2,66.82815979158283,32.64176173379271,28,29,5,17,4,1,0,0
France,France,Qualifier,2021-05-23,Away,2,3,60.695027890064374,32.47388428803985,29,10,18,14,2,4,0,1
Brazil,Brazil,Friendly,2021-05-24,Neutral,3,2,35.60572287496905,41.41855211573204,13,3,15,8,2,3,1,0
Netherlands,Brazil,Tournament,2021-05-25,Away,3,1,38.75137484109442,38.332272624066604,23,23,18,6,2,4,1,1
France,Netherlands,Friendly,2021-05-26,Neutral,5,5,55.759849305579436,53.24534694760773,14,11,18,19,2,4,0,1
Spain,Portugal,Qualifier,2021-05-27,Neutral,2,4,66.86250417177402,57.01806174006535,4,17,5,12,1,0,0,0
Netherlands,Argentina,Qualifier,2021-05-28,Home,5,3,47.83329564024934,55.36567984417299,10,10,8,17,1,1,1,1
Portugal,Germany,Friendly,2021-05-29,Home,2,4,49.42531180087222,44.29389481048891,10,17,11,5,4,1,0,1
Brazil,Argentina,Tournament,2021-05-30,Home,0,0,39.51201045556118,49.935913384545444,5,14,11,14,3,3,0,1
France,Argentina,Friendly,2021-05-31,Away,1,2,45.32043502484529,55.59963318016476,29,23,12,19,1,1,1,0
Brazil,Germany,Friendly,2021-06-01,Away,3,0,41.440708113212224,34.77705075225481,4,1,16,12,2,0,1,1
Portugal,Brazil,Friendly,2021-06-02,Home,0,3,44.022845985512525,39.18047657815576,12,28,17,6,4,3,1,1
Italy,France,Tournament,2021-06-03,Away,1,5,30.82390499021389,65.61984615944732,26,25,13,13,2,0,0,0
Italy,Netherlands,Friendly,2021-06-04,Away,3,1,31.642429786889508,43.69305506196457,22,9,19,17,1,0,1,0
Netherlands,Brazil,Friendly,2021-06-05,Neutral,5,2,57.227461356356116,62.04625527678821,27,24,8,8,4,4,1,1
Portugal,Germany,Qualifier,2021-06-06,Away,0,0,57.271807556905145,40.039590093485764,14,24,6,8,2,4,1,1
Germany,Argentina,Friendly,2021-06-07,Neutral,4,5,43.2092240134334,31.665614061440873,7,15,14,11,3,4,0,1
Germany,Brazil,Qualifier,2021-06-08,Home,4,2,65.41849587015348,50.01602369893639,2,4,16,7,0,2,1,1
Netherlands,Spain,Qualifier,2021-06-09,Away,3,4,40.64448464799693,65.69928174249947,14,20,19,16,0,0,1,1
Argentina,Belgium,Qualifier,2021-06-10,Neutral,0,1,45.83139127895575,62.771381965685514,10,21,18,16,2,1,0,1
Brazil,Argentina,Tournament,2021-06-11,Away,1,5,59.25502497132624,40.1175667569796,28,25,18,14,0,3,0,0
Brazil,England,Qualifier,2021-06-12,Neutral,1,2,59.74272471162801,66.39743097697388,16,3,16,7,3,2,0,0
Italy,Germany,Friendly,2021-06-13,Neutral,0,1,64.44663050820735,49.18863579665213,3,20,17,8,3,4,0,1
Germany,Italy,Friendly,2021-06-14,Away,4,5,31.162361676238497,31.959960151546802,27,26,18,14,2,2,0,0
Belgium,Portugal,Qualifier,2021-06-15,Home,0,4,37.35034724564634,31.11698479071007,8,21,17,7,3,2,0,0
France,Italy,Qualifier,2021-06-16,Neutral,4,4,55.62287082680243,49.404549360133004,23,7,14,14,0,0,0,0
France,Brazil,Friendly,2021-06-17,Home,4,0,43.52799076945615,51.85291422855265,28,21,7,12,2,0,1,1
France,Argentina,Qualifier,2021-06-18,Away,5,3,31.742466837234726,33.19651682330361,17,25,13,13,0,1,1,0
Italy,Portugal,Tournament,2021-06-19,Away,5,0,53.458666956267535,66.88962614900716,4,22,15,17,3,3,0,0
Portugal,Portugal,Qualifier,2021-06-20,Home,1,1,45.72292793859246,58.72867313963292,21,3,17,17,3,3,1,0
England,Netherlands,Tournament,2021-06-21,Away,3,0,44.56379434176068,62.05129433946967,19,22,12,9,4,4,1,1
Germany,Italy,Tournament,2021-06-22,Neutral,2,5,40.57457138743303,53.36093004865406,15,22,10,16,1,1,0,0
Germany,Argentina,Tournament,2021-06-23,Home,0,2,30.239915724678504,56.541763046180584,20,15,15,17,1,3,1,1
Belgium,Netherlands,Qualifier,2021-06-24,Away,4,5,37.29440067882508,45.514409193084816,26,28,17,17,2,2,1,1
Brazil,France,Tournament,2021-06-25,Away,0,0,48.96941191274421,57.17188339776373,10,10,19,7,0,2,1,0
Argentina,Italy,Tournament,2021-06-26,Home,3,3,41.02945812351227,69.12731565617078,10,16,7,11,1,3,1,0
Netherlands,Belgium,Qualifier,2021-06-27,Neutral,3,5,64.9755471705382,55.908636424438754,23,17,14,7,2,2,1,1
Brazil,Belgium,Tournament,2021-06-28,Home,2,5,35.719986486254655,43.66534891492679,24,23,12,10,3,2,1,0
Portugal,Netherlands,Qualifier,2021-06-29,Away,2,5,65.01361148144807,41.409564895298715,12,19,17,15,1,4,1,1
Netherlands,France,Friendly,2021-06-30,Away,4,3,46.19303233982829,68.53383763388251,9,1,6,8,0,2,0,1
Germany,Spain,Tournament,2021-07-01,Home,5,5,41.03361252274857,37.4000918843226,15,1,15,11,4,3,0,1
Portugal,Spain,Qualifier,2021-07-02,Neutral,2,1,42.17167434059358,62.24786446678479,29,21,8,18,4,0,1,1
Netherlands,Belgium,Friendly,2021-07-03,Neutral,5,4,43.20283171315968,48.61049168035035,18,14,8,10,1,2,1,0
Belgium,England,Tournament,2021-07-04,Neutral,5,3,50.26255938729513,47.75039017411203,20,26,13,17,4,3,0,1
Belgium,Germany,Tournament,2021-07-05,Home,4,1,44.15529245055218,59.901511519153956,1,26,12,16,2,2,1,1
Spain,Germany,Qualifier,2021-07-06,Neutral,1,3,55.888253881527504,35.92153720183774,3,2,11,19,0,1,0,1
England,England,Friendly,2021-07-07,Neutral,5,3,47.00716028331725,48.65183704579682,8,2,8,11,3,4,1,1
Belgium,Netherlands,Qualifier,2021-07-08,Neutral,4,4,56.86574838730827,31.433347510709932,7,28,11,16,0,0,1,1
Germany,Germany,Tournament,2021-07-09,Neutral,2,2,54.17705673406408,56.816272860458774,15,20,5,16,3,2,0,1
Argentina,Germany,Tournament,2021-07-10,Away,0,1,39.77815889717046,32.335091358146656,8,10,15,8,4,3,0,0
France,Italy,Tournament,2021-07-11,Home,2,3,62.51093151400353,33.49155190695548,15,15,12,16,2,0,1,0
Spain,Italy,Tournament,2021-07-12,Home,3,3,61.95925871091694,63.79305524916813,27,27,12,16,3,2,1,1
France,England,Friendly,2021-07-13,Neutral,2,0,69.55921868065502,47.71820748063712,22,28,13,18,4,1,0,0
England,Argentina,Friendly,2021-07-14,Home,1,5,37.00200537733826,38.0390275419297,5,28,13,17,3,3,1,1
Netherlands,France,Qualifier,2021-07-15,Home,4,2,63.913528770947416,53.70338303821519,12,15,5,15,1,4,1,0
Italy,Netherlands,Qualifier,2021-07-16,Away,5,4,64.87923690170462,50.77133058338126,12,7,19,10,0,2,1,1
Belgium,Italy,Qualifier,2021-07-17,Home,3,1,55.68656666409481,46.43633306971432,26,8,14,14,2,3,0,1
Argentina,Italy,Tournament,2021-07-18,Away,4,3,50.25539111130762,66.21668266997389,9,11,11,11,4,2,1,1
England,Spain,Qualifier,2021-07-19,Home,4,5,68.29038224676134,59.978319926093846,21,16,19,14,2,4,0,0
France,France,Friendly,2021-07-20,Away,5,1,68.90767711505318,36.063714850211866,9,26,5,12,0,1,1,0
Spain,Spain,Qualifier,2021-07-21,Away,2,4,55.667898253688044,52.830985997896796,15,23,10,14,3,4,1,0
Belgium,Argentina,Qualifier,2021-07-22,Home,0,2,44.3823943169665,33.549756028190686,15,25,9,19,3,4,1,0
Germany,France,Friendly,2021-07-23,Away,3,0,62.68660733863776,39.78615881771226,29,7,15,13,2,4,1,1
Belgium,Germany,Friendly,2021-07-24,Away,5,2,33.57021868859692,66.39441386882561,20,20,6,7,3,0,0,1
Spain,Spain,Tournament,2021-07-25,Home,1,0,41.623825761191455,48.483197028329684,12,9,17,9,3,3,0,0
Spain,Belgium,Friendly,2021-07-26,Away,1,1,69.422171790914,65.68424406470807,5,25,7,16,3,2,1,1
Italy,Netherlands,Friendly,2021-07-27,Away,0,2,62.57333548827878,36.639958623662565,1,19,19,14,1,1,1,0
Belgium,Germany,Qualifier,2021-07-28,Away,0,2,67.58329886276495,38.21366990046556,22,26,12,19,4,2,1,1
Belgium,France,Friendly,2021-07-29,Away,2,2,53.79178285543028,44.11298892268371,19,24,6,7,4,0,0,1
Italy,Belgium,Tournament,2021-07-30,Away,1,4,46.306898325924635,44.65302569037867,11,1,19,9,0,1,1,0
Portugal,Argentina,Qualifier,2021-07-31,Neutral,3,1,69.18760413564152,59.81109080922497,26,18,15,6,3,0,0,0
Portugal,Belgium,Tournament,2021-08-01,Away,5,0,42.37702343428619,53.976422478734875,18,8,8,7,2,2,0,1
Netherlands,Italy,Friendly,2021-08-02,Away,0,2,60.29657115635693,52.1299770378652,6,29,7,11,3,1,1,0
Portugal,England,Tournament,2021-08-03,Away,0,1,52.32827831600833,54.09502027312376,17,8,16,18,0,2,0,1
Brazil,Belgium,Tournament,2021-08-04,Away,0,5,39.14028582057861,59.28765490093636,14,22,11,12,3,3,1,1
Belgium,Portugal,Friendly,2021-08-05,Home,5,4,30.699331496341706,65.71266554436355,12,8,12,9,1,0,0,1
Argentina,Argentina,Friendly,2021-08-06,Neutral,3,4,45.35056362016334,46.5895982590888,25,14,8,19,0,3,1,1
Belgium,Germany,Qualifier,2021-08-07,Home,1,5,51.90741571509235,62.11703771693862,5,24,10,18,4,3,0,1
Brazil,Spain,Qualifier,2021-08-08,Neutral,3,1,37.327616038138665,49.80387532344115,7,2,7,7,4,2,1,1
Brazil,Brazil,Qualifier,2021-08-09,Away,5,0,46.58219543444907,58.88312970198153,27,3,11,8,1,2,0,1
France,Argentina,Friendly,2021-08-10,Away,3,1,54.60759722635839,64.99295152239071,26,7,12,7,4,4,0,1
Belgium,Portugal,Tournament,2021-08-11,Neutral,2,1,58.59692505684498,31.28859289459335,16,3,11,7,1,4,1,0
England,Italy,Tournament,2021-08-12,Neutral,5,3,32.1097011962615,51.86519021347122,25,29,8,13,4,1,1,1
Brazil,Spain,Qualifier,2021-08-13,Home,0,4,56.567232872094436,69.57522505841902,9,15,18,8,4,2,0,1
Argentina,Netherlands,Qualifier,2021-08-14,Neutral,1,0,32.266692355108795,49.848976580898565,29,11,14,10,3,0,0,1
Italy,Brazil,Friendly,2021-08-15,Away,2,3,31.127419814373752,64.5721473040677,23,2,16,7,0,2,0,0
Netherlands,Belgium,Tournament,2021-08-16,Home,2,5,36.09648103642023,37.43599409667318,15,22,13,12,4,2,0,1
France,Portugal,Qualifier,2021-08-17,Neutral,5,1,56.14576228846261,54.17148360985327,4,18,14,16,0,3,0,0
Italy,Belgium,Friendly,2021-08-18,Neutral,4,5,32.11285771537827,64.81223852937781,20,14,19,15,0,3,1,0
France,Netherlands,Qualifier,2021-08-19,Home,0,4,30.835848488222965,47.261325264750845,23,18,12,19,4,4,0,0
Argentina,Argentina,Friendly,2021-08-20,Neutral,1,3,34.71838045390216,49.468882356201746,24,27,10,8,0,1,0,1
Spain,England,Tournament,2021-08-21,Away,1,3,67.98883962842284,33.28071617796071,7,2,6,17,1,1,0,1
Belgium,Portugal,Friendly,2021-08-22,Home,1,0,66.29110999708865,31.686883678024202,27,4,14,19,2,2,0,1
Germany,France,Qualifier,2021-08-23,Neutral,5,1,33.458639003986164,48.74833198331933,14,14,11,12,1,0,1,1
England,Germany,Qualifier,2021-08-24,Away,0,0,42.160527340662526,63.739013265645355,26,7,13,6,4,3,1,0
Italy,France,Tournament,2021-08-25,Neutral,5,3,67.89169756189067,67.25297088458859,4,15,13,13,1,0,0,1
Belgium,England,Tournament,2021-08-26,Home,1,3,33.90750693826005,56.34612013845103,4,6,13,6,2,3,0,0
England,Netherlands,Qualifier,2021-08-27,Neutral,3,0,33.78383927924137,63.05594397338469,24,5,13,7,1,2,0,0
Spain,France,Qualifier,2021-08-28,Neutral,3,3,33.440155909389155,59.39416650633621,28,20,10,7,0,1,0,1
Germany,Italy,Qualifier,2021-08-29,Neutral,0,2,69.05904956394704,58.059433076016376,14,18,5,9,4,2,1,1
England,Portugal,Tournament,2021-08-30,Away,1,4,59.7243405312973,60.761323951470345,25,11,18,7,0,3,1,0
England,Italy,Qualifier,2021-08-31,Away,5,1,38.579374694371936,50.212118096437166,7,8,10,18,0,1,1,0
Italy,Brazil,Tournament,2021-09-01,Neutral,4,4,31.83789045186012,48.31752413987418,15,29,9,16,4,0,0,1
Portugal,England,Qualifier,2021-09-02,Neutral,4,1,68.60966035646133,36.365740889674406,12,12,11,12,4,0,0,1
Germany,Brazil,Friendly,2021-09-03,Home,4,3,47.019561670387645,63.75261266832359,14,18,17,18,3,4,0,1
Belgium,Brazil,Friendly,2021-09-04,Neutral,3,0,53.93501553179898,31.784555204156185,13,15,12,14,2,0,0,0
Spain,Brazil,Qualifier,2021-09-05,Home,5,0,41.16784933992501,40.69776484949316,19,27,5,11,0,4,1,0
Germany,Argentina,Friendly,2021-09-06,Away,4,3,60.33441289163731,50.796645885829165,12,8,18,15,0,1,0,0
Argentina,Argentina,Tournament,2021-09-07,Neutral,1,1,37.87209383576066,68.86392450088198,16,26,14,17,4,2,0,0
Portugal,England,Friendly,2021-09-08,Home,1,3,61.476477335020576,61.43891769183589,26,4,8,5,4,2,1,1
Argentina,Spain,Friendly,2021-09-09,Away,4,1,39.22412173340139,44.74684898594512,16,28,8,10,1,1,0,1
Spain,France,Tournament,2021-09-10,Home,2,3,33.91648902736574,58.5579356204974,1,21,17,6,0,1,0,1
Italy,Argentina,Friendly,2021-09-11,Away,4,3,49.15290218123214,67.25477552060624,15,15,5,17,0,3,0,1
Italy,Belgium,Friendly,2021-09-12,Neutral,2,3,62.52867227582603,51.55533806148304,5,11,15,17,4,0,0,1
Spain,Italy,Qualifier,2021-09-13,Home,0,0,45.39458785848677,48.477607820037974,6,1,8,12,0,0,1,1
France,Argentina,Tournament,2021-09-14,Neutral,0,1,31.154946026771203,52.1197308909731,27,2,11,14,2,0,1,0
Spain,Netherlands,Tournament,2021-09-15,Home,1,5,52.13238849193055,42.46120164615931,25,27,19,17,3,4,0,1
Portugal,Brazil,Qualifier,2021-09-16,Away,5,3,57.2188555569411,66.29395242736763,21,8,18,12,4,0,1,0
Brazil,Argentina,Qualifier,2021-09-17,Home,3,4,59.62779781344027,61.89127249845908,17,16,19,11,4,3,0,1
Italy,England,Friendly,2021-09-18,Home,5,4,46.07699817237136,58.219364494131085,11,1,10,19,0,2,1,1
Netherlands,Italy,Friendly,2021-09-19,Neutral,1,0,33.880785259696026,53.5636832225057,27,3,8,12,3,2,1,1
Portugal,Italy,Friendly,2021-09-20,Neutral,1,2,53.37305737853546,68.77899113808753,4,18,6,5,3,4,1,0
Portugal,Spain,Qualifier,2021-09-21,Neutral,5,5,43.18191540952727,41.90822917897682,18,26,16,12,4,3,0,0
Portugal,Germany,Tournament,2021-09-22,Away,3,0,67.87549929099413,41.32540659627398,20,16,17,5,4,1,0,0
England,Germany,Friendly,2021-09-23,Neutral,1,2,50.10848432245311,39.68553331452729,14,21,11,7,4,2,0,1
Portugal,France,Qualifier,2021-09-24,Home,3,0,48.89064187195915,59.6710395457973,23,28,12,8,2,3,0,0
Italy,Belgium,Tournament,2021-09-25,Away,1,4,42.36838129273427,61.891425594972006,9,20,13,7,0,1,1,1
Brazil,Portugal,Qualifier,2021-09-26,Neutral,0,3,43.55146021534192,53.88456704666768,28,20,13,16,2,4,1,1
Brazil,England,Friendly,2021-09-27,Home,2,1,50.51019136319648,56.07934841352469,3,13,18,6,4,0,0,1
Portugal,Netherlands,Qualifier,2021-09-28,Home,1,3,42.26659181259979,43.95843058425571,3,20,8,17,3,3,1,0
Argentina,Argentina,Qualifier,2021-09-29,Away,2,4,65.69219537473649,31.590301698915294,11,27,7,15,0,2,1,0
Italy,England,Qualifier,2021-09-30,Home,4,1,47.560717297164345,40.145433745650124,20,4,9,17,0,4,1,0
Italy,Belgium,Qualifier,2021-10-01,Neutral,1,2,41.68088336052097,53.37212908521704,23,4,10,15,4,3,0,1
Germany,Germany,Tournament,2021-10-02,Home,0,2,36.21579334164598,62.517307295375545,22,22,16,7,4,4,0,0
Belgium,England,Friendly,2021-10-03,Neutral,3,4,56.894029052014325,61.08779913731989,5,2,17,13,4,1,1,1
France,Argentina,Tournament,2021-10-04,Neutral,0,1,31.03147773142336,37.17949456772725,4,13,12,16,4,3,0,1
France,Spain,Qualifier,2021-10-05,Away,2,3,47.99983148679762,32.057848403049135,12,13,7,6,4,0,0,0
Argentina,France,Qualifier,2021-10-06,Home,3,4,52.00487281468895,64.02240159984166,24,20,18,19,4,1,1,1
France,Spain,Friendly,2021-10-07,Away,0,2,43.591384435213264,33.02356930810606,12,7,19,9,0,0,0,1
Germany,Germany,Friendly,2021-10-08,Away,0,4,59.99270989100023,45.73245051156266,4,7,17,7,2,4,1,1
Spain,Brazil,Tournament,2021-10-09,Away,0,3,57.026419873517554,33.769026271396626,3,17,10,17,3,0,0,0
France,Germany,Tournament,2021-10-10,Neutral,5,0,68.85595950279847,52.561948417944265,23,10,9,13,4,1,0,1
Italy,France,Friendly,2021-10-11,Neutral,3,5,50.350671971587275,44.53345724750065,2,12,17,11,3,1,1,1
Spain,Argentina,Tournament,2021-10-12,Neutral,0,5,51.51249458517532,38.0997447120605,4,25,11,14,0,1,0,0
France,Belgium,Qualifier,2021-10-13,Neutral,0,5,39.833572767752884,53.80670672872165,24,23,18,16,3,4,0,0
Italy,Portugal,Qualifier,2021-10-14,Home,2,0,45.41935562922882,44.53567159518758,4,27,13,16,0,2,1,1
Italy,Spain,Friendly,2021-10-15,Home,0,3,31.074423646332157,36.671530068832055,26,22,11,7,1,4,0,0
Portugal,Germany,Tournament,2021-10-16,Neutral,0,1,57.57099154390758,58.003456502570515,28,16,15,19,2,1,0,0
Brazil,Belgium,Qualifier,2021-10-17,Neutral,4,4,42.4649119873416,63.472332395295055,7,2,10,6,1,4,1,1
Argentina,Spain,Friendly,2021-10-18,Home,3,3,51.614680386667914,40.94970284349981,2,22,13,16,0,3,1,1
Germany,Germany,Tournament,2021-10-19,Away,4,0,40.19969585643796,37.45700183207361,11,21,14,6,1,3,1,1
England,France,Qualifier,2021-10-20,Away,5,2,54.841448013586344,33.0100744794192,5,9,8,9,0,2,1,0
Belgium,Spain,Tournament,2021-10-21,Neutral,2,5,47.903299718161776,51.11608500280826,28,12,18,13,1,4,1,0
France,Germany,Tournament,2021-10-22,Away,4,5,49.274426095451766,63.25174798986677,13,17,5,6,0,4,1,1
France,Argentina,Tournament,2021-10-23,Neutral,5,3,67.70428559261305,40.03159580001284,4,16,12,6,2,3,1,1
Spain,France,Friendly,2021-10-24,Neutral,1,5,58.246412924954406,48.42551086521709,9,5,10,19,2,1,1,0
Spain,Belgium,Qualifier,2021-10-25,Neutral,3,5,40.47598942400296,36.432138137911195,7,19,10,12,2,0,0,1
Belgium,Belgium,Friendly,2021-10-26,Home,0,3,50.156872709657016,46.168032959745105,25,25,18,16,0,1,0,1
France,Portugal,Qualifier,2021-10-27,Away,4,3,48.666912762079136,30.61780430221901,27,28,19,18,3,2,1,0
Netherlands,England,Qualifier,2021-10-28,Home,4,0,61.80210427513455,66.4291627141381,29,17,9,7,1,0,0,0
Germany,Brazil,Friendly,2021-10-29,Away,0,0,63.334204563848104,57.06287580002275,13,22,14,19,1,1,1,1
France,Argentina,Friendly,2021-10-30,Home,0,5,41.337712909669015,43.31254870539087,10,3,15,7,1,4,1,1
Brazil,France,Qualifier,2021-10-31,Home,2,3,62.846058156249455,65.24793040224093,7,17,7,10,1,4,0,1
Belgium,Spain,Qualifier,2021-11-01,Neutral,4,3,37.18005621164006,37.31718517732177,18,27,10,10,2,3,1,0
Netherlands,Belgium,Qualifier,2021-11-02,Neutral,4,5,60.51082218150782,33.14934927422697,28,15,5,19,3,4,0,1
Germany,Argentina,Tournament,2021-11-03,Home,1,1,39.95138175205443,67.7048632458357,18,19,11,10,1,4,1,1
France,France,Qualifier,2021-11-04,Away,5,2,41.917246296531836,42.360678469435754,2,15,10,9,3,2,1,0
England,France,Friendly,2021-11-05,Away,1,4,64.09871360755976,67.43893576433814,21,18,9,8,0,0,0,0
Portugal,Spain,Friendly,2021-11-06,Neutral,4,4,46.80299460225188,55.50451677091227,1,26,17,16,0,1,1,0
Brazil,France,Friendly,2021-11-07,Neutral,1,5,69.62263299425184,69.20171731261885,13,12,18,13,1,1,1,0
England,Netherlands,Qualifier,2021-11-08,Away,4,4,36.077721196297645,60.13716848849682,23,28,7,15,4,2,0,0
Spain,Argentina,Qualifier,2021-11-09,Away,3,0,48.53396152158734,34.21935467713192,2,12,12,8,2,0,1,1
Spain,Germany,Tournament,2021-11-10,Away,2,0,59.29801323635745,64.0891466790193,4,24,17,18,1,4,1,0
France,Belgium,Tournament,2021-11-11,Neutral,1,1,30.214682319140298,35.91514090111873,9,3,8,17,2,2,0,1
Spain,Belgium,Friendly,2021-11-12,Away,4,5,36.074211127720694,57.68790423097256,8,11,13,19,1,4,1,0
Brazil,Germany,Tournament,2021-11-13,Neutral,1,0,30.814269976439213,50.01629797693457,26,23,13,5,2,1,1,1
Germany,Argentina,Tournament,2021-11-14,Home,5,5,69.71511461531014,58.30900032577936,18,10,9,12,4,2,0,0
Italy,Brazil,Friendly,2021-11-15,Home,2,5,60.42498649685882,60.599581306727934,16,22,15,15,4,2,1,0
Argentina,Argentina,Qualifier,2021-11-16,Home,3,3,44.942363909864014,62.14660845653265,4,15,11,12,0,2,1,0
Belgium,Italy,Tournament,2021-11-17,Away,0,2,36.25139738787103,63.3992053078286,4,23,10,15,1,1,1,1
Germany,France,Qualifier,2021-11-18,Neutral,0,2,33.61532971213803,63.88898086198575,18,11,16,7,4,1,1,1
Italy,England,Friendly,2021-11-19,Away,1,5,51.276288022036475,46.50297706089679,2,23,16,13,4,3,1,0
Netherlands,Spain,Friendly,2021-11-20,Neutral,4,2,69.03565272796796,65.56912288768831,21,26,10,11,1,1,0,1
Brazil,Netherlands,Tournament,2021-11-21,Away,5,2,56.98443778631056,58.78321014182347,11,1,19,19,1,1,0,1
England,England,Friendly,2021-11-22,Home,2,4,44.60553473034918,63.558837256732915,20,20,8,17,0,4,1,1
Italy,Germany,Friendly,2021-11-23,Neutral,3,4,50.03403892949953,69.567654114584,24,4,14,11,4,1,1,0
Brazil,Spain,Friendly,2021-11-24,Away,-1,3,69.95613471757807,34.65658968530204,4,21,17,9,2,0,1,0
Portugal,Spain,Tournament,2021-11-25,Neutral,3,1,50.750649155378014,44.823187907416326,24,26,16,16,1,4,1,0
England,Spain,Tournament,2021-11-26,Neutral,0,0,68.56805943105422,62.261880828250604,14,21,19,16,1,3,0,1
Spain,Belgium,Tournament,2021-11-27,Away,2,0,30.65446875271304,33.452138855850315,21,8,12,7,1,0,1,1
Spain,Netherlands,Friendly,2021-11-28,Away,0,4,58.8385251293669,51.63124261889841,17,20,17,18,1,3,0,1
England,Belgium,Qualifier,2021-11-29,Neutral,1,5,55.08645796852466,64.33591835712522,25,13,15,14,4,2,1,0
Netherlands,France,Friendly,2021-11-30,Neutral,3,2,57.41319433829287,30.75965052832663,8,17,15,16,2,2,1,0
Netherlands,Italy,Tournament,2021-12-01,Home,2,3,52.82268357029811,67.5807559423629,1,15,18,9,0,2,1,1
Netherlands,Portugal,Qualifier,2021-12-02,Neutral,3,1,31.767071049666235,69.12579295618411,28,21,15,7,3,1,1,0
Italy,Netherlands,Qualifier,2021-12-03,Home,0,4,35.982557419673036,42.89123718832953,19,1,14,17,4,1,1,1
Belgium,England,Tournament,2021-12-04,Home,0,5,66.89005081340858,60.671647655602044,19,28,7,7,4,4,1,0
Italy,France,Qualifier,2021-12-05,Home,0,3,39.317000334684664,35.087044106578055,21,3,9,5,3,0,0,1
France,Argentina,Qualifier,2021-12-06,Neutral,3,5,69.71749077307767,60.914570821087,7,24,5,8,3,0,0,0
Argentina,Germany,Tournament,2021-12-07,Home,2,3,57.183539375784676,49.2608672333602,1,26,5,18,1,2,0,1
England,Italy,Qualifier,2021-12-08,Neutral,2,4,47.77417960504738,64.41092314112849,1,21,17,13,2,2,1,0
Germany,France,Qualifier,2021-12-09,Neutral,1,3,66.8019542574416,38.50425709104803,10,23,13,16,4,1,1,1
Argentina,Argentina,Tournament,2021-12-10,Away,3,2,61.79944758469822,56.90631812968958,13,17,8,10,4,3,0,0
Portugal,Italy,Qualifier,2021-12-11,Neutral,1,3,47.15860318339608,61.44476697663403,22,22,13,10,0,0,0,1
Italy,Argentina,Qualifier,2021-12-12,Neutral,5,1,32.74371889069424,38.099690610093106,5,28,11,10,3,0,0,1
Italy,Netherlands,Qualifier,2021-12-13,Home,1,3,64.73218298138003,62.73149110279286,12,24,14,17,3,3,1,1
Brazil,Argentina,Qualifier,2021-12-14,Neutral,1,0,60.60159725433365,68.31942003767477,28,22,12,9,4,0,1,0
Argentina,Italy,Tournament,2021-12-15,Neutral,1,3,61.62939349162859,54.64314399682524,29,4,15,6,3,0,1,0
